text,intent
anh ơi tôi không biết tiểu đội ở đâu được không ạ,HOI_VI_TRI
Em hoi voi toi khong biet phong thi nghiem o dau ?,HOI_VI_TRI
Đồng chí ơi vị trí của cng tin đấy,HOI_VI_TRI
thầy ơi đến nhà sinh hoạt chung đi đường nào,HOI_VI_TRI
em hỏi với làm sao tới giảng đường lớn nhỉ,HOI_VI_TRI
thưa cán bộ tìm nhà sinh hoạt chung ở đâu,HOI_VI_TRI
Thầy ơi phòng giảng đường ở khu B hay khu A đấy,HOI_VI_TRI
Thầy ơi cho tôi đường tới phòng A1,HOI_VI_TRI
Xin phép thủ trưởng trung đội ở đâu,HOI_VI_TRI
đồng chí ơi đường tới phòng thí nghiệm đi sao nhỉ,HOI_VI_TRI
Kho súng ở khu B hay khu A được không,HOI_VI_TRI
đồng chí đi đến khu hành chính mất bao lâu ?,HOI_VI_TRI
xin phép thủ trưởng khu hành chính ở khu nào đấy,HOI_VI_TRI
thưa thủ trưởng muốn đi nhà kho thì đi đâu đấy,HOI_VI_TRI
doanh trại ở khu B hay khu A đi,HOI_VI_TRI
phong y te o khu B hay khu A nhi,HOI_VI_TRI
xin hỏi chỉ giúp tôi ký túc xá được không,HOI_VI_TRI
Cho em hỏi tôi không biết phòng y tế ở đâu ạ,HOI_VI_TRI
Xin phép thủ trưởng ai biết phòng họp ở đâu không thế,HOI_VI_TRI
khu hành chính có xa không chứ,HOI_VI_TRI
Phòng A1 chỗ nào thưa thủ trưởng,HOI_VI_TRI
thưa thủ trưởng vị trí của lớp học?,HOI_VI_TRI
xin hỏi đường tới phòng họp đi sao được không,HOI_VI_TRI
Xin phép thủ trưởng đi tới nhà chỉ huy thế nào,HOI_VI_TRI
cổng chính đi lối nào vậy,HOI_VI_TRI
thầy đường tới tòa B5 đi sao,HOI_VI_TRI
chỉ giúp tôi trung đội,HOI_VI_TRI
em hoi voi muon di khu B thi di dau vay,HOI_VI_TRI
em hỏi với phòng tập chỗ nào,HOI_VI_TRI
báo cáo thủ trưởng chỉ giúp tôi phòng A1,HOI_VI_TRI
Anh nhà sinh hoạt chung ở khu B hay khu A được không,HOI_VI_TRI
Xin phép thủ trưởng đi đến nhà chỉ huy mất bao lâu vậy,HOI_VI_TRI
Báo cáo thủ trưởng muốn đi cổng phụ thì đi đâu,HOI_VI_TRI
cho em hỏi căng tin cách đây bao xa ạ,HOI_VI_TRI
thưa thủ trưởng phòng 305 đi lối nào,HOI_VI_TRI
xin phép thủ trưởng tôi không biết đại đội ở đâu ?,HOI_VI_TRI
thưa cán bộ bãi tập ở khu B hay khu A,HOI_VI_TRI
thưa thủ trưởng muốn đi thư viện thì đi đâu?,HOI_VI_TRI
thưa cán bộ ai biết nhà kho ở đâu không,HOI_VI_TRI
Thưa thủ trưởng chỉ giúp tôi kho súng thế,HOI_VI_TRI
Thưa thủ trưởng sân tập cách đây bao xa thế,HOI_VI_TRI
anh ơi đi tới nhà chỉ huy thế nào ?,HOI_VI_TRI
xin phep thu truong tim khu B o dau a,HOI_VI_TRI
thầy ơi làm sao tới thư viện được không ạ,HOI_VI_TRI
thầy ơi đại đội ở khu nào ?,HOI_VI_TRI
Bài tập thể lực là gì,HOI_KIEN_THUC
đồng chí ơi phân tích đội hình hàng dọc được không,HOI_KIEN_THUC
thầy ơi quy chế học viện áp dụng khi nào,HOI_KIEN_THUC
Thưa thủ trưởng đội hình hàng ngang áp dụng khi nào,HOI_KIEN_THUC
Hầy ơi lịch sử của kỹ thuật bộ binh được không ạ,HOI_KIEN_THUC
Khi nào dùng đội hình hàng dọc ạ,HOI_KIEN_THUC
anh ơi khi nào dùng tư thế ằm bắn thưa thủ trưởng,HOI_KIEN_THUC
Thưa thủ trưởng phân tích đội hình hàng dọc nhỉ,HOI_KIEN_THUC
cho hỏi tìm hiểu về đi nghiêm?,HOI_KIEN_THUC
thưa cán bộ tài liệu về súng AK ở đâu được không ạ,HOI_KIEN_THUC
Thưa thủ trưởng ai có thể dạy trực ban ạ,HOI_KIEN_THUC
thưa cán bộ phân tích lễ chào cờ,HOI_KIEN_THUC
đồng chí ơi bài tập thể lực dùng thế nào đấy,HOI_KIEN_THUC
xin hỏi ý nghĩa của kỹ thuật chiến đấu đấy,HOI_KIEN_THUC
xin hỏi mật mã quân sự dùng thế nào ?,HOI_KIEN_THUC
thầy ơi phân tích kiểm tra quân tư trang thưa thủ trưởng,HOI_KIEN_THUC
cho em hỏi quy tắc bắn có nguy hiểm không đấy,HOI_KIEN_THUC
thưa cán bộ kể về vượt vật cản?,HOI_KIEN_THUC
cho em hỏi đặc điểm của quay phải ?,HOI_KIEN_THUC
thua thu truong RSA kho khong,HOI_KIEN_THUC
Cho hỏi súng AK47 có những bước gì,HOI_KIEN_THUC
đồng chí ơi quy chế học viện có nguy hiểm không chứ,HOI_KIEN_THUC
thua can bo cach thuc hien chay 3000m ra sao di,HOI_KIEN_THUC
thưa thủ trưởng kể về tháo lắp súng nhỉ,HOI_KIEN_THUC
xin phép thủ trởng đi nghiêm hoạt động ra sao ?,HOI_KIEN_THUC
cho hỏi quay trái áp dụng khi nào,HOI_KIEN_THUC
anh ơi quy tắc bắn có những bước gì được không ạ,HOI_KIEN_THUC
xin hoi quy che hoc vien co nhung buoc gi,HOI_KIEN_THUC
thầy ơi giải thích chào điề lệnh cho tôi đi,HOI_KIEN_THUC
đồng chí ơi thủ trưởng dạy về mật mã quân sự được không ạ,HOI_KIEN_THUC
cho em hỏi kỹ thuật chiến đấu là gì vậy,HOI_KIEN_THUC
anh ơi đặc điểm của đội hình hàng dọc ạ,HOI_KIEN_THUC
Cho em hỏi khi nào dùng quân hàm ạ,HOI_KIEN_THUC
anh ơi mật mã đối xứng có nguy hiểm không,HOI_KIEN_THUC
thưa thủ trưởng giải thích súng AK cho tôi thưa thủ trưởng,HOI_KIEN_THUC
lịch sử của lựu đạn,HOI_KIEN_THUC
Cho em hỏi lịch sử của 10 lời thề thưa thủ trưởng,HOI_KIEN_THUC
Thủ trưởng dạy về tháo lắp súng ạ,HOI_KIEN_THUC
em hỏi với đội hình hàng ngang làm thế nào đấy,HOI_KIEN_THUC
Thưa cán bộ chào điều lệnh là gì nhỉ,HOI_KIEN_THUC
anh ơi thủ trưởng dạy về kỷ luật quân đội,HOI_KIEN_THUC
báo cáo thủ trưởng nguyên lý của quay trái đi,HOI_KIEN_THUC
thưa cán bộ tôi muốn học về vượt vật cản được không,HOI_KIEN_THUC
Thưa cán bộ kỹ thuật chiến đấu có nguy hiểm không,HOI_KIEN_THUC
quy tac ban co nguy hiem khong?,HOI_KIEN_THUC
Em hỏi với ai có thể dạy kỹ thuật chiến đấu được không ạ,HOI_KIEN_THUC
thưa thủ trưởng giải thích xếp hàng cho tôi đi,HOI_KIEN_THUC
Thầy ơi thủ trưởng dạy về mật mã đối xứng vậy,HOI_KIEN_THUC
Cho em hỏi tài liệu về 12 điều ở đâu,HOI_KIEN_THUC
điều lệnh đội ngũ có quy tắc gì,HOI_KIEN_THUC
xin hỏi thủ trưởng dạy về tư thế nằm bắn được không ạ,HOI_KIEN_THUC
Đồng chí ơi đi nghiêm có nguy hiểm không được không ạ,HOI_KIEN_THUC
em hỏi với vượt vật cản dùng để làm gì được không,HOI_KIEN_THUC
thưa thủ trưởng giải thích kỹ thuật chiến đấu cho tôi,HOI_KIEN_THUC
Xin phép thủ trưởng tìm hiểu về chào điều lệnh thế,HOI_KIEN_THUC
An toàn thông tin dùng để làm gì?,HOI_KIEN_THUC
kể về đội hình hàng ngang ?,HOI_KIEN_THUC
Thưa thủ trưởng phân tích quy tắc bắn đấy,HOI_KIEN_THUC
xin phép thủ trưởng tìm hiểu về đi nghỉ chứ,HOI_KIEN_THUC
Xin phép thủ trưởng kỷ luật quân đội có những bước gì thưa thủ trưởng,HOI_KIEN_THUC
ke ve 10 loi the day,HOI_KIEN_THUC
Cho hỏi ý nghĩa của kỷ luật quân đội ạ,HOI_KIEN_THUC
thầy ơi khi nào dùng đi đều bước đấy,HOI_KIEN_THUC
Xin hỏi khi nào dùng quân hàm vậy,HOI_KIEN_THUC
anh ơi ý nghĩa của 12 điều,HOI_KIEN_THUC
cho em hỏi 10 lời thề là gì,HOI_KIEN_THUC
thưa cán bộ tài liệu về chạy 3000m ở đâu vậy,HOI_KIEN_THUC
em hỏi với ý nghĩa của mật mã đối xứng ?,HOI_KIEN_THUC
em hỏi với thủ trưởng dạy về RSA vậy,HOI_KIEN_THUC
Xin hoi giai thich luu dan cho toi,HOI_KIEN_THUC
kể về kiểm tra quân tư trang được không ạ,HOI_KIEN_THUC
xin hỏi đi đều bước có quy tắc gì?,HOI_KIEN_THUC
báo cáo thủ trưởng kỷ luật quân đội khó không thưa thủ trưởng,HOI_KIEN_THUC
thưa cán bộ lễ chào cờ áp dụng khi nào,HOI_KIEN_THUC
thu truong day ve chao dieu lenh a,HOI_KIEN_THUC
đồng chí ơi tôi muốn học về trực ban thế,HOI_KIEN_THUC
tài liệu về tư nằm bắn ở đâu được không,HOI_KIEN_THUC
thầy ơi phân tích điều lệnh đội ngũ,HOI_KIEN_THUC
thầy đi nghỉ làm nào đấy,HOI_KIEN_THUC
cho em hi thủ trưởng dạy về súng AK47 được không,HOI_KIEN_THUC
Cho em hỏi đi nghiêm làm thế nào thế,HOI_KIEN_THUC
Quân hàm có những bước gì đi,HOI_KIEN_THUC
cho hỏi mật mã đối xứng hoạt động ra sao đấy,HOI_KIEN_THUC
em hỏi với vượt vật cản làm thế nào đi,HOI_KIEN_THUC
cho em hỏi thủ trưởng dạy về đội hình hàng dọc được không ạ,HOI_KIEN_THUC
anh ơi khi nào dùng tư thế nằm bắn được không,HOI_KIEN_THUC
Xin hỏi tìm hiểu về lựu đạn,HOI_KIEN_THUC
cách thực hiện chạy 3000m ra sao thế,HOI_KIEN_THUC
thầy ơi cách thực hiện chào điều lệnh ra sao được không ạ,HOI_KIEN_THUC
anh ơi lịch sử của lễ chào cờ,HOI_KIEN_THUC
anh ơi điều lệnh đội ngũ là gì đi,HOI_KIEN_THUC
xin phép thủ trưởng lịch sử của 10 lời thề?,HOI_KIEN_THUC
thưa thủ trưởng RSA làm thế nào,HOI_KIEN_THUC
thầy ơi kỷ luật quân đội có nguy hiểm không,HOI_KIEN_THUC
ý nghĩa của mật mã đối xứng,HOI_KIEN_THUC
vượt vật cản có quy tắc gì đi,HOI_KIEN_THUC
thầy ơi ai có thể dạy mật mã đối xứng ?,HOI_KIEN_THUC
em hỏi với RSA là gì chứ,HOI_KIEN_THUC
đi nghỉ có quy tắc gì được không,HOI_KIEN_THUC
xin hỏi kể về đi nghỉ được không,HOI_KIEN_THUC
Xin hỏi đội hình hàng dọc có quy tắc gì,HOI_KIEN_THUC
anh ơi nguyên lý của quân hàm chứ,HOI_KIEN_THUC
xin hoi tim hieu ve dieu lenh doi ngu thua thu truong,HOI_KIEN_THUC
báo cáo thủ trưởng khi nào dùng kiểm tra quân tư trang ạ,HOI_KIEN_THUC
cho em hỏi nguên lý của quay trái,HOI_KIEN_THUC
thưa thủ trưởng quy chế học viện khó không chứ,HOI_KIEN_THUC
cho em hỏi khi nào dùng trực nhật ?,HOI_KIEN_THUC
thưa thủ trưởng khi nào dùng điều lệnh đội ngũ thưa thủ trưởng,HOI_KIEN_THUC
cho em hỏi súng AK47 có quy tắc gì ?,HOI_KIEN_THUC
xin hoi dac diem cua xep hang nhi,HOI_KIEN_THUC
thưa thủ trưởng tìm hiểu về quy tắc bắn ạ,HOI_KIEN_THUC
cho em hỏi thủ trưởng dạy về tư thế quỳ bắn,HOI_KIEN_THUC
thầy ơi tài liệu về trực ban ở đâu,HOI_KIEN_THUC
anh ơi kỹ thuật chiến đấu là gì vậy,HOI_KIEN_THUC
Thầy ơi nguyên lý của mật mã quân sự,HOI_KIEN_THUC
anh ơi tìm hiểu về mật mã đối xứng thưa thủ trưởng,HOI_KIEN_THUC
toi muon hoc ve di nghi,HOI_KIEN_THUC
thưa thủ trưởng kể về súng AK47 được không,HOI_KIEN_THUC
Đồng chí ơi tôi muốn học về 12 điều,HOI_KIEN_THUC
kỷ luật quân đội có nguy hiểm không,HOI_KIEN_THUC
Cho em hỏi phân tích quay trái,HOI_KIEN_THUC
quay phải áp dụng khi nào nhỉ,HOI_KIEN_THUC
báo cáo thủ trưởng đội hình hàng dọc khó không,HOI_KIEN_THUC
Em hỏi với thủ trưởng dạy về 12 điều thưa thủ trưởng,HOI_KIEN_THUC
kể về súng AK vậy,HOI_KIEN_THUC
Cho hỏi lễ cào cờ áp dụng khi nào,HOI_KIEN_THUC
cho em hỏi kể về RSA?,HOI_KIEN_THUC
cho em hỏi kỷ luật quân đội hoạt động ra sao thư thủ trưởng,HOI_KIEN_THUC
thưa thủ trưởng lễ chào cờ là gì,HOI_KIEN_THUC
Cho em hỏi xếp hàng áp dụng khi nào đấy,HOI_KIEN_THUC
xin hỏi giải thích lựu đạn cho tôi ?,HOI_KIEN_THUC
cho em hỏi đi đều bước làm thế nào?,HOI_KIEN_THUC
xin hỏi quy tắc bắn dùng thế nào nhỉ,HOI_KIEN_THUC
thưa thủ trưởng kể về kỹ thuật bộ binh được không,HOI_KIEN_THUC
xin hỏi kể về đi nghỉ thưa thủ trưởng,HOI_KIEN_THUC
Em hỏi với quân hàm có những bước gì ạ,HOI_KIEN_THUC
kiem tra quan tu trang la gi,HOI_KIEN_THUC
xin hỏi RSA có quy tắc gì vậy,HOI_KIEN_THUC
thưa cán bộ quân hàm có nhữn bước gì,HOI_KIEN_THUC
cho hỏi tìm hiểu về vượt vật cản ?,HOI_KIEN_THUC
thưa thủ trưởng tài liệu về chào điều lnh ở đâu?,HOI_KIEN_THUC
em hỏi với 12 điều dùng để làm gì thế,HOI_KIEN_THUC
Khi nào dùng RSA đấy,HOI_KIEN_THUC
thầy ơi ai có thể dạy kỹ thuật bộ binh vậy,HOI_KIEN_THUC
Thầy ơi bài tập thể lực dùng thế nào vậy,HOI_KIEN_THUC
xin hỏi xếp hàng làm thế nào đợc không ạ,HOI_KIEN_THUC
em hỏi với phân tích đi nghiêm đi,HOI_KIEN_THUC
thầy ơi quân hàm làm thế nào,HOI_KIEN_THUC
thưa cán bộ kể về quy chế học viện đấy,HOI_KIEN_THUC
em hỏi với khi nào dùng bài tập thể lực,HOI_KIEN_THUC
Anh ơi đặc điểm của bài tập thể lực đấy,HOI_KIEN_THUC
Thưa cán bộ đi nghiêm có nguy hiểm không,HOI_KIEN_THUC
em hỏi với khi nào dùng đi nghỉ?,HOI_KIEN_THUC
báo cáo thủ trưởng khi nào dùng tư thế uỳ bắn thưa thủ trưởng,HOI_KIEN_THUC
thưa thủ trưởng tìm hiểu về chào điều lệnh vậy,HOI_KIEN_THUC
Em hỏi với xếp hàng áp dụng khi nào,HOI_KIEN_THUC
xin hỏi kỹ thuật chiến đấu có nguy hiểm không?,HOI_KIEN_THUC
cho hỏi trực ban dùng thế nào chứ,HOI_KIEN_THUC
y nghia cua xep hang duoc khong a,HOI_KIEN_THUC
mật mã đối xứng làm thế nào được không,HOI_KIEN_THUC
cho hỏi tìm hiểu về xếp hàng nhỉ,HOI_KIEN_THUC
cho em hỏi giải thích trực ban cho tôi được không,HOI_KIEN_THUC
súng AK47 hoạt động ra sao vậy,HOI_KIEN_THUC
em hỏi với ý nghĩa của quân hàm đi,HOI_KIEN_THUC
Xin hỏi tôi muốn học về súng AK47 được không,HOI_KIEN_THUC
thua thu truong sung AK lam the nao the,HOI_KIEN_THUC
Báo cáo thủ trưởng tư thế nằm bắn khó không ?,HOI_KIEN_THUC
thưa cán bộ nguyên lý của kỷ luật quân đội,HOI_KIEN_THUC
Kỹ thuật bộ binh khó không ?,HOI_KIEN_THUC
Cho em hỏi ai có thể dạy an toàn thông tin,HOI_KIEN_THUC
cho hỏi đặc điểm của súng AK,HOI_KIEN_THUC
ý nghĩa của đội hình hàng ngang đấy,HOI_KIEN_THUC
báo cáo thủ trưởng tôi muốn học về kỹ thuật bộ bin đấy,HOI_KIEN_THUC
Lịch sử của mật mã đối xứng,HOI_KIEN_THUC
nguyên lý của xếp hàng ?,HOI_KIEN_THUC
đồng chí ơi gii thích súng AK47 cho tôi,HOI_KIEN_THUC
Cho hỏi mật mã đối xứng khó không,HOI_KIEN_THUC
Em hỏi với tìm hiểu về quay phải đấy,HOI_KIEN_THUC
cho hỏi tài liệu về vượt vật cản ở đâu,HOI_KIEN_THUC
Điều lệnh đội ngũ có quy tắc gì đấy,HOI_KIEN_THUC
cho em hỏi RSA áp dụng khi nào đấy,HOI_KIEN_THUC
Em hỏi với kể về vượt vật cản được không,HOI_KIEN_THUC
xin phép thủ trưởng súng AK47 làm thế nào vậy,HOI_KIEN_THUC
xin hỏi đặc điểm của lựu đạn thưa thủ trưởng,HOI_KIEN_THUC
cho hỏi quy chế học viện có quy tắc gì thưa thủ trưởng,HOI_KIEN_THUC
báo cáo thủ trưởng úng AK47 làm thế nào ?,HOI_KIEN_THUC
em hoi voi cach thuc hien RSA ra sao the,HOI_KIEN_THUC
cho hỏi cách thực hiện 12 điều ra sao vậy,HOI_KIEN_THUC
xin phep thu truong mat ma quan su dung de lam gi,HOI_KIEN_THUC
xin phép thủ trưởng giải thích tháo lắp súng cho tôi được không,HOI_KIEN_THUC
Thưa thủ trưởng tài liệu về xếp hàng ở đâu thưa thủ trưởng,HOI_KIEN_THUC
tìm hiểu về súng AK,HOI_KIEN_THUC
cho hỏi giải thích chạy 3000m cho tôi,HOI_KIEN_THUC
Thầy ơi giải thích súng AK47 cho tôi nhỉ,HOI_KIEN_THUC
Cho hỏi chào điều lệnh làm thế nào chứ,HOI_KIEN_THUC
cho hỏi kể về đi đều bước đi,HOI_KIEN_THUC
thưa thủ trưởng trực ban làm thế nào,HOI_KIEN_THUC
cách thực hiện đội hình hàng ngang ra sao,HOI_KIEN_THUC
anh ơi tìm hiểu về đi nghỉ,HOI_KIEN_THUC
Thưa thủ trưởng tư quỳ bắn khó không?,HOI_KIEN_THUC
ky thuat bo binh co quy tac gi,HOI_KIEN_THUC
xin hỏi ai có thể dạy tư thế nằm bắn đi,HOI_KIEN_THUC
em hỏi với kỹ thuật chiến đấu hoạt động ra sao,HOI_KIEN_THUC
báo cáo thủ trưởng giải thích đội hình hàng dọc cho tôi thế,HOI_KIEN_THUC
Tìm hiểu về bài tập thể lực,HOI_KIEN_THUC
Em hỏi với RSA làm thế nào đấy,HOI_KIEN_THUC
cho em hỏi tìm hiểu về kỹ thuật bộ binh được không,HOI_KIEN_THUC
cho em hỏi nguyên lý của đi nghỉ được không ạ,HOI_KIEN_THUC
Anh ơi khi nào dùng đi nghiêm thế,HOI_KIEN_THUC
thưa thủ trưởng cách thực hiện quy tắc bắn ra so thế,HOI_KIEN_THUC
Xin phép thủ trưởng chào điều lệnh khó không vậy,HOI_KIEN_THUC
cách thực hiện vượt vật cản ra sao,HOI_KIEN_THUC
đội hình hàng dọc là gì được không,HOI_KIEN_THUC
cách thực hiện lễ chào cờ ra sao được không,HOI_KIEN_THUC
cach thuc hien quy tac ban ra sao?,HOI_KIEN_THUC
xin hoi kiem tra quan tu trang lam the nao chu,HOI_KIEN_THUC
xin hỏi thủ trưởng dạy về đi nghỉ được không,HOI_KIEN_THUC
xin hỏi kể về 12 điều đi,HOI_KIEN_THUC
xin hỏi kiểm tra quân tư trang hoạt động ra sao,HOI_KIEN_THUC
cho hỏi đặc điểm của vượt vật cản,HOI_KIEN_THUC
báo cáo thủ trưởng phân tích quân hàm vậy,HOI_KIEN_THUC
Co em hỏi 10 lời thề dùng để làm gì vậy,HOI_KIEN_THUC
em hỏi với ý nghĩa của tháo lắp súng ?,HOI_KIEN_THUC
thưa thủ trưởng khi nào dùng đi đều bưc ạ,HOI_KIEN_THUC
thầy ơi ai có thể dạy kỷ luật quân đội,HOI_KIEN_THUC
tư thế quỳ bắn dùng để làm gì được không ạ,HOI_KIEN_THUC
ý nghĩa của quân hàm,HOI_KIEN_THUC
thưa thủ trưởng điều lệnh đội ngũ khó không,HOI_KIEN_THUC
xin phép thủ trưởng nguyên lý của lễ chào cờ vậy,HOI_KIEN_THUC
thầy ơi lễ chào cờ có những bước gì chứ,HOI_KIEN_THUC
anh ơi RSA hoạt động ra sao nhỉ,HOI_KIEN_THUC
thưa thủ trưởng cách thực hiện xếp hàng ra sao chứ,HOI_KIEN_THUC
em hỏi với tôi muốn học về lựu đạn th,HOI_KIEN_THUC
Xin phép thủ trưởng đặc điểm của súng AK,HOI_KIEN_THUC
cho hỏi tôi muốn học về chạy 3000m ạ,HOI_KIEN_THUC
đồng chí ơi tư thế quỳ bắn dùng thế nào đấy,HOI_KIEN_THUC
Cho em hỏi tài liệu về vượt vật cản ở đâu,HOI_KIEN_THUC
Cho em hỏi đặc điểm của mật mã đối xứng chứ,HOI_KIEN_THUC
cho hỏi trực ban có quy tắc gì,HOI_KIEN_THUC
tài liệu về quay phải ở đâu chứ,HOI_KIEN_THUC
thưa cán bộ súng AK làm thế nào đi,HOI_KIEN_THUC
thưa cán bộ lịch sử của quay phải,HOI_KIEN_THUC
cho hỏi tư nằm bắn áp dụng khi nào,HOI_KIEN_THUC
anh oi khi nao dung tu the quy ban,HOI_KIEN_THUC
thầy ơi điều lệnh đội ngũ hoạt động ra sao đấy,HOI_KIEN_THUC
cách thực hiện quay phải ra sao,HOI_KIEN_THUC
cho hỏi cách thực hiện kỹ thuật chiến đấu ra sao thế,HOI_KIEN_THUC
xin phép thủ trưởng quy tắc bắn có nguy hiểm không,HOI_KIEN_THUC
Cho hỏi chạy 3000m hoạt động ra sao được không,HOI_KIEN_THUC
Thầy ơi an toàn thông tin có những bước gì nhỉ,HOI_KIEN_THUC
anh oi lich su cua tu the nam ban,HOI_KIEN_THUC
khi nào dùng mật mã quân sự,HOI_KIEN_THUC
thủ trưởng dạy về RSA,HOI_KIEN_THUC
thưa thủ trưởng vượt vật cản dùng để làm gì vậy,HOI_KIEN_THUC
đồng chí ơi đặc điểm của chào điều lệnh,HOI_KIEN_THUC
Đồng chí ơi tư thế quỳ bắn là gì ạ,HOI_KIEN_THUC
Đồng chí ơi trực ban dùng thế nào ?,HOI_KIEN_THUC
Cho hỏi đi đều bước dùng thế nào thế,HOI_KIEN_THUC
anh ơi tháo lắp súng có nguy hiểm không,HOI_KIEN_THUC
báo cáo thủ trưởng nguyên lý của kỹ thuật chến đấu chứ,HOI_KIEN_THUC
anh ơi lịch sử của quy tắc bắn thế,HOI_KIEN_THUC
thầy ơi mật mã đối xứng là gì,HOI_KIEN_THUC
Cho hỏi ý nghĩa của đội hình hàng dọc đấy,HOI_KIEN_THUC
Báo cáo thủ trưởng tìm hiểu về 10 lời thề,HOI_KIEN_THUC
thưa cán bộ RSA dùng để làm gì,HOI_KIEN_THUC
thưa cán bộ lịch sử của đội hình hàng dọc ạ,HOI_KIEN_THUC
thủ trưởng dạy về quay trái ?,HOI_KIEN_THUC
Di nghi hoat dong ra sao day,HOI_KIEN_THUC
tôi muốn học về 10 lời thề,HOI_KIEN_THUC
Dong chi oi tai lieu ve di nghiem o dau a,HOI_KIEN_THUC
cho em hỏi súng AK khó không vậy,HOI_KIEN_THUC
thầy ơi RSA là gì chứ,HOI_KIEN_THUC
thưa thủ trưởng kể về mật mã đối xứng ?,HOI_KIEN_THUC
báo cáo thủ trưởng mật mã quân sự có những bước gì đấy,HOI_KIEN_THUC
hưa thủ trưởng tôi muốn học về lễ chào cờ ?,HOI_KIEN_THUC
Báo cáo thủ trưởng vượt vật cản dùng để làm gì,HOI_KIEN_THUC
thưa thủ trưởng tôi muốn học về tư thế nằm bắn ?,HOI_KIEN_THUC
kể về quân hàm nhỉ,HOI_KIEN_THUC
anh oi sung AK dung the nao day,HOI_KIEN_THUC
anh oi thao lap sung ap dung khi nao di,HOI_KIEN_THUC
đồng chí ơi giải thích RSA cho tôi ?,HOI_KIEN_THUC
đội hình hàng dọc có quy tắc gì thưa thủ trưởng,HOI_KIEN_THUC
cách thực hiện đội hình hàng ngang ra sao đấy,HOI_KIEN_THUC
Báo cáo thủ trưởng cách thực hiện kiểm tra quân tư trang ra sao được không ạ,HOI_KIEN_THUC
em hỏi với kể về trực nhật vậy,HOI_KIEN_THUC
xn phép thủ trưởng giải thích kỷ luật quân đội cho tôi chứ,HOI_KIEN_THUC
báo cáo thủ trưởng thủ trưởng dạy về trực nhật,HOI_KIEN_THUC
anh oi 12 dieu co quy tac gi the,HOI_KIEN_THUC
Lịch sử của bài tập thể lực,HOI_KIEN_THUC
Tìm hiểu về lễ chào cờ ạ,HOI_KIEN_THUC
cho em hoi nguyen ly cua ky thuat bo binh nhi,HOI_KIEN_THUC
cho hỏi an toàn thông tin có nguy hiểm không đi,HOI_KIEN_THUC
nguyên lý của mật mã uân sự?,HOI_KIEN_THUC
Em hỏi với giải thích mật mã quân sự cho tôi,HOI_KIEN_THUC
thưa thủ trưởng nguên lý của kiểm tra quân tư trang,HOI_KIEN_THUC
Anh ơi đã hoàn thành xin báo cáo thủ trưởng,BAO_CAO
báo cáo hoàn tất nhiệm vụ?,BAO_CAO
bao cao thu truong bao cao to truc nhat da an com xong the,BAO_CAO
thưa cán bộ báo cáo phân đội đã có mặt đầy đủ được không ạ,BAO_CAO
thầy ơi báo cáo điểm danh xong,BAO_CAO
Đồng chí báo cáo tổ trực nhật đã có mặt đầy đủ,BAO_CAO
xin hỏi đội hình báo cáo đầy đủ thế,BAO_CAO
báo cáo tổ trực nhật đã trực ban xong thưa thủ trưởng,BAO_CAO
cho hỏi báo cáo đã hoàn thành nhiệ vụ được không ạ,BAO_CAO
Tổ trực ban đã làm xong nhiệm vụ?,BAO_CAO
thưa thủ trưởng tôi báo cáo đã hoàn thành ?,BAO_CAO
xin hỏi tôi báo cáo đã hoàn thành thưa thủ trưởng,BAO_CAO
tôi xin báo cá 12 giờ đã chuẩn bị xong được không,BAO_CAO
báo cáo đã hoàn thành nhiệm vụ chứ,BAO_CAO
em hỏi với tôi báo cáo đã hoàn thành được không ạ,BAO_CAO
thua thu truong dai doi da lam xong nhiem vu di,BAO_CAO
xin phép thủ trưởng báo cáo trung đội thiếu một người đấy,BAO_CAO
Báo cáo đầy đủ ?,BAO_CAO
Thưa cán bộ báo cáo thủ trưởng lớp đã sẵn sàng,BAO_CAO
anh ơi báo cáo đội hình đã trực ban xong ?,BAO_CAO
báo cáo lớp đã đến vị trí,BAO_CAO
đồng chí ơi áo cáo hoàn tất nhiệm vụ ạ,BAO_CAO
thưa thủ trưởng đã thực hiện xong xin báo cáo chứ,BAO_CAO
anh ơi tôi báo cáo lên cấp trên chứ,BAO_CAO
thưa cán bộ báo cáo công việc được không ạ,BAO_CAO
da thuc hien xong xin bao cao chu,BAO_CAO
em hỏi với báo cáo phân đội vắng hai người?,BAO_CAO
Báo cáo phân đội đã ăn cơm xong thưa thủ trưởng,BAO_CAO
xin hỏi tôi xin báo cáo 1 giờ chiều đã chuẩn bị xong thế,BAO_CAO
xin báo cáo đã xong,BAO_CAO
Đồng chí ơi báo cáo trung đội đã có mặt đầy đủ nhỉ,BAO_CAO
Thưa cán bộ tổ trực báo cáo có mặt được không ạ,BAO_CAO
Cho em hỏi báo cáo đại đội đã ăn cơm xong,BAO_CAO
bao cao thu truong bao cao dai doi da truc ban xong nhi,BAO_CAO
báo cáo tiểu đội đã đến vị trí ạ,BAO_CAO
báo cáo có người ốm,BAO_CAO
xin phép thủ trưởng báo cáo nhóm 2 vắng hai người nhỉ,BAO_CAO
đồng chí ơi báo cáo tổ trc ban đã đến vị trí,BAO_CAO
em hỏi với báo cáo đã hoàn thành nhiệm vụ nhỉ,BAO_CAO
cho hoi bao cao diem danh xong,BAO_CAO
đồng chí ơi báo cáo công việc vậy,BAO_CAO
